公司名称	公司类型	融资阶段	标签	公司规模	公司所在地	职位类型	学历要求	福利	薪资	工作经验
350	北京国双科技有限公司	数据服务,企业服务	上市公司	['年度旅游', '节日礼物', '年底双薪', '带薪年假']	500-2000人	福田区	开发/测试/运维类	本科	发展空间大,牛人多,弹性工作制,福利好	15k-30k	5-10年
351	上海奥飞游戏有限公司	游戏	A轮	[]	150-500人	南山区	开发/测试/运维类	大专	福利多。年终奖。弹性工作制。	10k-20k	1-3年
352	深圳市佰仟金融服务有限公司	金融	不需要融资	['定期体检', '绩效奖金', '带薪年假', '节日礼物']	2000人以上	福田区	开发/测试/运维类	大专	六险一金,年度体检,团队氛围好	10k-16k	3-5年
353	深圳市一体数科科技有限公司	数据服务	B轮	['节日礼物', '岗位晋升', '管理规范', '五险一金']	150-500人	宝安区	开发/测试/运维类	本科	年终奖金,周末双休,带薪年假,活动多样化	15k-25k	5-10年
354	宇星科技发展（深圳）有限公司	其他,硬件	不需要融资	[]	500-2000人	南山区	开发/测试/运维类	大专	项目管理,沟通能力,前后端分离	15k-25k	5-10年
355	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	福田区	开发/测试/运维类	大专	行业前景好,发展空间大	12k-24k	5-10年
356	深圳微品致远信息科技有限公司	移动互联网,电子商务	C轮	['股票期权', '带薪年假', '绩效奖金', '五险一金']	150-500人	南山区	开发/测试/运维类	大专	五险一金，双休	10k-15k	3-5年
357	深圳市云房网络科技有限公司	O2O	上市公司	['五险一金', '交通补助', '岗位晋升', '技能培训']	500-2000人	南山区	开发/测试/运维类	大专	五险一金,年度旅游,做五休二,绩效奖金	8k-16k	3-5年
358	深圳市移付宝科技有限公司	移动互联网,生活服务	不需要融资	['股票期权', '带薪年假', '年底双薪', '季度奖金']	150-500人	南山区	技术	本科	股权激励 年中奖 年终奖	10k-20k	3-5年
359	深圳来电科技有限公司	移动互联网,O2O	A轮	['五险一金', '岗位晋升', '扁平管理', '带薪年假']	150-500人	南山区	开发/测试/运维类	本科	互联网风口,五险一金,提升空间大,双休	20k-30k	5-10年
360	深圳市瑞尚科技有限公司	移动互联网,企业服务	不需要融资	['年底双薪', '绩效奖金', '专项奖金', '股票期权']	15-50人	南山区	开发/测试/运维类	本科	老板好,奖金高	8k-13k	3-5年
361	武汉佰钧成技术有限责任公司	移动互联网	不需要融资	['带薪年假', '计算机软件', '管理规范', '定期体检']	2000人以上	南山区	开发/测试/运维类	本科	3年开发,Java,数据库,大专及本科	10K-15K	3-5年
362	南方银谷科技有限公司	移动互联网,数据服务	D轮及以上	['节日礼物', '股票期权', '带薪年假', '绩效奖金']	150-500人	南山区	开发/测试/运维类	大专	技术大牛多,团队氛围好,公司前景好	15k-20k	3-5年
363	深圳盒子信息科技有限公司	移动互联网,金融	C轮	['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']	500-2000人	南山区	技术	本科	公司班车，下午茶，福利好，晋升空间大	10k-20k	3-5年
364	汇金智融（北京）科技有限公司	移动互联网,电子商务	上市公司	['年底双薪', '绩效奖金', '带薪年假', '弹性工作']	150-500人	南山区	开发/测试/运维类	本科	五险一金	8K-15K	3-5年
365	我趣信息技术（深圳）有限公司	旅游,生活服务	B轮	['节日礼物', '年底双薪', '技能培训', '岗位晋升']	150-500人	南山区	开发/测试/运维类	本科	一线互联网,团队氛围好,发展空间大,股权激励	15k-30k	3-5年
366	深圳市捷顺科技实业股份有限公司	移动互联网,O2O	上市公司	['股票期权', '带薪年假', '绩效奖金', '管理规范']	500-2000人	福田区	开发/测试/运维类	本科	领导友善,氛围轻松,前景好,管理人性化	20k-30k	5-10年
367	深圳市云来网络科技有限公司	移动互联网	A轮	['弹性工作', '年度旅游', '扁平管理', '股票期权']	150-500人	南山区	开发/测试/运维类	大专	智慧零售,互联网,大牛多,大数据	20k-35k	3-5年
368	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	福田区	开发/测试/运维类	本科	有发展空间	9k-12k	1-3年
369	鲁班长科技（深圳）有限公司	移动互联网	未融资	[]	15-50人	福田区	开发/测试/运维类	本科	五险一金,周末双休,领导易相处,地处繁华商	10k-15k	5-10年
370	网宿科技股份有限公司北京分公司	移动互联网	上市公司	['年底双薪', '五险一金', '交通补助', '带薪年假']	2000人以上	南山区	技术	本科	带团队,氛围好,期权	20k-30k	5-10年
371	深圳市嘉德软件有限公司	移动互联网,电子商务	不需要融资	[]	50-150人	龙华新区	技术	本科	发展迅速、福利待遇佳	20k-40k	3-5年
372	深圳市国智互联网科技有限公司	金融,移动互联网	不需要融资	['股票期权', '专项奖金', '绩效奖金', '带薪年假']	50-150人	南山区	开发/测试/运维类	大专	java,金融行业,福利多	10k-15k	3-5年
373	深圳杰睿联科技有限公司	移动互联网	B轮	['股票期权', '专项奖金', '扁平管理', '年度旅游']	50-150人	南山区	开发/测试/运维类	本科	硅谷模式,大牛指导,弹性工作,美女多多	15k-25k	3-5年
374	深圳市万普拉斯科技有限公司	电子商务	未融资	['五险一金', '通讯津贴', '带薪年假', '节日礼物']	500-2000人	福田区	开发/测试/运维类	本科	年终奖,弹性考勤,双休,下午茶	15k-20k	3-5年
375	海南新浪爱问普惠科技有限公司	金融	未融资	[]	50-150人	南山区	开发/测试/运维类	本科	年终奖,餐补,年度体检,年度旅游	20k-30k	5-10年
376	北京国双科技有限公司	数据服务,企业服务	上市公司	['年度旅游', '节日礼物', '年底双薪', '带薪年假']	500-2000人	福田区	开发/测试/运维类	本科	发展空间大,牛人多,弹性工作制,福利好	10k-20k	3-5年
377	深圳盒子信息科技有限公司	移动互联网,金融	C轮	['技能培训', '俱乐部', '婚育礼金', '下午茶健身房']	500-2000人	南山区	开发/测试/运维类	本科	环境好,健身房,班车接送,下午茶供应	15k-25k	3-5年
378	深圳星医科技有限公司	数据服务,移动互联网	A轮	['专项奖金', '带薪年假', '扁平管理', '领导好']	50-150人	福田区	技术	本科	发展空间大,医疗软件,富有挑战性，迅速提升	14k以上	3-5年
379	上海海万信息科技股份有限公司	移动互联网,金融	不需要融资	[]	500-2000人	南山区	开发/测试/运维类	大专	周末双休,五险一金,节日福利,带薪年假	10K-18K	3-5年
380	深圳济济科技有限公司	企业服务	天使轮	['""']	15-50人	福田区	开发/测试/运维类	本科	公司氛围好，升职空间大，福利待遇好	12K-20K	3-5年
381	深圳深圳智汇航旅科技有限公司	移动互联网	不需要融资	[]	50-150人	南山区	开发/测试/运维类	本科	五险一金,双休,福利好,高温补贴	14k-18k	3-5年
382	深圳市天朗时代科技有限公司	移动互联网,教育	不需要融资	['节日礼物', '绩效奖金', '岗位晋升', '管理规范']	150-500人	南山区	开发/测试/运维类	本科	空间大,懂分享	18k-33k	5-10年
383	深圳市时代华盛网络科技有限公司	金融,移动互联网	不需要融资	['带薪年假', '股票期权', '定期体检', '扁平管理']	50-150人	南山区	开发/测试/运维类	本科	薪酬福利好,项目前景佳	12k-24k	3-5年
384	深圳市国智互联网科技有限公司	金融,移动互联网	不需要融资	['股票期权', '专项奖金', '绩效奖金', '带薪年假']	50-150人	南山区	开发/测试/运维类	大专	Dubbo,sprin,java,后端开发	15k-20k	3-5年
385	深圳前海鹏元数据技术有限公司	数据服务,金融	天使轮	['年底双薪', '股票期权', '带薪年假', '交通补助']	15-50人	福田区	开发/测试/运维类	本科	五险一金,节日福利,周末双休	15k-25k	3-5年
386	马上消费金融股份有限公司	金融,移动互联网	不需要融资	['股票期权', '年终分红', '绩效奖金', '带薪年假']	2000人以上	福田区	开发/测试/运维类	不限	公司平台好，员工福利高	15k-25k	5-10年
387	深圳市博悦科创科技有限公司	移动互联网	不需要融资	['年底双薪', '定期体检', '绩效奖金', '技能培训']	500-2000人	南山区	开发/测试/运维类	本科	项目好，福利好，发展好	10k-15k	1-3年
388	深圳亿腾信息科技有限公司	企业服务,移动互联网	不需要融资	['定期体检', '交通补助', '带薪年假', '年度旅游']	150-500人	福田区	开发/测试/运维类	大专	五险一金,下午茶,带薪年假,年终奖	11k-13k	3-5年
389	智互联（深圳）科技有限公司	电子商务	不需要融资	['带薪年假', '通讯津贴', '弹性工作', '节日礼物']	50-150人	南山区	开发/测试/运维类	本科	六险一金 餐补 双休 上市公司子公司	14k-24k	3-5年
390	深圳市博奥特科技有限公司	移动互联网,金融	未融资	['绩效奖金', '领导好', '帅哥多', '美女多']	150-500人	南山区	开发/测试/运维类	大专	行业前景好,晋升空间大	15k-25k	5-10年
391	深圳市迪蒙网络科技有限公司	金融	C轮	['五险一金', '绩效奖金', '股票期权', '技能培训']	150-500人	罗湖区	开发/测试/运维类	本科	五险一金,绩效奖金,专业培训,职位晋升	10k-20k	3-5年
392	汇金智融（北京）科技有限公司	移动互联网,电子商务	上市公司	['年底双薪', '绩效奖金', '带薪年假', '弹性工作']	150-500人	南山区	开发/测试/运维类	本科	双休,节日福利,五险一金,加班费	7k-14k	3-5年
393	深圳对对科技有限公司	移动互联网,社交网络	B轮	['绩效奖金', '五险一金', '弹性工作', '领导耐撕']	50-150人	南山区	开发/测试/运维类	本科	股票期权,豪华生日会,旅游,行业爆发	15k-30k	3-5年
394	深圳市桐梦科技有限公司	金融,文化娱乐	不需要融资	[]	50-150人	福田区	开发/测试/运维类	本科	技术总监	30k-40k	5-10年
395	深圳市捷顺科技实业股份有限公司	移动互联网,O2O	上市公司	['股票期权', '带薪年假', '绩效奖金', '管理规范']	500-2000人	福田区	开发/测试/运维类	本科	部门妹子靓,上市公司,行业龙头,高薪	20k-30k	3-5年
396	上海小蚁科技有限公司	移动互联网,硬件	C轮	['年底双薪', '节日礼物', '技能培训', '年度旅游']	150-500人	南山区	开发/测试/运维类	本科	人工智能,大数据,云服务,智能硬件	15k-30k	5-10年
397	广州云移信息科技有限公司	移动互联网,O2O	B轮	['股票期权', '岗位晋升', '扁平管理', '领导好']	500-2000人	None	技术	大专	免费下午茶 五险一金 定期体检 弹性工作	18k-25k	5-10年
398	上海海万信息科技股份有限公司	移动互联网,金融	不需要融资	[]	500-2000人	南山区	开发/测试/运维类	大专	五险一金,带薪年假,周末双休,节日福利	10k-18k	3-5年
399	深圳世联行地产顾问股份有限公司	企业服务	上市公司	['五险一金', '通讯津贴', '带薪年假', '年底双薪']	2000人以上	南山区	技术	本科	上市公司 成熟技术团队 年轻有活力	10k-20k	3-5年
400	深圳云天励飞技术有限公司	移动互联网	A轮	['节日礼物', '带薪年假', '年度旅游', '开放务实']	150-500人	福田区	开发/测试/运维类	本科	专业培训,优秀团队,五险一金,节日福利	15k-30k	3-5年
401	盛世乐居(亚东)智能科技有限公司深圳分公司	移动互联网,生活服务	上市公司	['绩效奖金', '带薪年假', '年终分红', '周末双休']	50-150人	南山区	开发/测试/运维类	大专	周末双休,五险一金,带薪年假,团建福利	10k-20k	5-10年
402	深圳市美丽加互联网有限公司	移动互联网,O2O	A轮	['节日礼物', '股票期权', '带薪年假', '绩效奖金']	50-150人	南山区	开发/测试/运维类	本科	年底双薪,带薪年假,周末双休,节日福利	16k-25k	3-5年
403	云智惠（北京）投资管理有限公司	金融	未融资	['""']	500-2000人	南山区	开发/测试/运维类	本科	年轻团队,下午茶,美女产品	14k-24k	3-5年
404	深圳亿腾信息科技有限公司	企业服务,移动互联网	不需要融资	['定期体检', '交通补助', '带薪年假', '年度旅游']	150-500人	罗湖区	开发/测试/运维类	本科	五险一金,年终奖,员工旅游,周末双休	14k-20k	5-10年
405	深圳众禄基金销售股份有限公司	移动互联网,金融	上市公司	['股票期权', '绩效奖金', '带薪年假', '通讯津贴']	150-500人	罗湖区	开发/测试/运维类	大专	互联网金融,新三板,团队氛围	20k-35k	3-5年
406	深圳世联行地产顾问股份有限公司	企业服务	上市公司	['五险一金', '通讯津贴', '带薪年假', '年底双薪']	2000人以上	南山区	开发/测试/运维类	本科	公司平台大，发展前景好	10k-18k	3-5年
407	深圳众禄基金销售股份有限公司	移动互联网,金融	上市公司	['股票期权', '绩效奖金', '带薪年假', '通讯津贴']	150-500人	罗湖区	开发/测试/运维类	大专	互联网金融,新三板,团队氛围	20k-35k	3-5年
